EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,Over18,OverTime,PerformanceRating,YearsAtCompany
RM039,36,36-45,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Female,Research Scientist,1,Married,3419,Upto 5k,9,Y,Yes,3,1
RM065,36,36-45,No,Travel_Rarely,Research & Development,8,Technical Degree,1,Female,Healthcare Representative,3,Divorced,10096,10k-15k,1,Y,No,3,17
RM067,36,36-45,No,Travel_Frequently,Research & Development,11,Life Sciences,1,Male,Manufacturing Director,2,Single,6499,5k-10k,1,Y,No,3,6
RM070,36,36-45,Yes,Travel_Rarely,Research & Development,9,Medical,1,Male,Research Scientist,3,Married,3388,Upto 5k,0,Y,Yes,3,1
RM075,36,36-45,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Female,Laboratory Technician,4,Married,3038,Upto 5k,3,Y,No,3,1
RM118,36,36-45,No,Travel_Frequently,Sales,11,Technical Degree,1,Female,Sales Executive,4,Married,9738,5k-10k,0,Y,No,3,9
RM119,36,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,Laboratory Technician,4,Divorced,2835,Upto 5k,5,Y,No,4,1
RM136,36,36-45,No,Travel_Rarely,Research & Development,6,Medical,1,Male,Manufacturing Director,2,Divorced,4941,Upto 5k,6,Y,No,4,3
RM173,36,36-45,No,Travel_Frequently,Research & Development,3,Medical,1,Male,Laboratory Technician,2,Single,2088,Upto 5k,4,Y,No,3,8
RM208,36,36-45,No,Travel_Frequently,Research & Development,18,Medical,1,Female,Laboratory Technician,4,Single,2153,Upto 5k,1,Y,No,3,8
RM221,36,36-45,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Male,Laboratory Technician,2,Single,5914,5k-10k,8,Y,No,3,13
RM270,36,36-45,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,Laboratory Technician,4,Married,3210,Upto 5k,0,Y,No,3,15
RM292,36,36-45,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Male,Research Scientist,2,Single,4485,Upto 5k,4,Y,No,3,8
RM299,36,36-45,No,Travel_Frequently,Research & Development,18,Life Sciences,1,Male,Laboratory Technician,4,Married,3688,Upto 5k,4,Y,No,3,1
RM306,36,36-45,No,Non-Travel,Research & Development,24,Life Sciences,1,Female,Laboratory Technician,2,Married,5674,5k-10k,7,Y,No,3,9
RM359,36,36-45,No,Non-Travel,Sales,1,Medical,1,Female,Sales Executive,4,Single,6653,5k-10k,4,Y,No,3,1
RM360,36,36-45,No,Travel_Frequently,Sales,3,Medical,1,Male,Sales Executive,4,Married,9699,5k-10k,4,Y,No,3,13
RM378,36,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Research Scientist,3,Married,2543,Upto 5k,4,Y,No,3,2
RM385,36,36-45,No,Travel_Rarely,Sales,2,Medical,1,Male,Sales Executive,3,Married,7596,5k-10k,1,Y,No,3,10
RM443,36,36-45,No,Non-Travel,Sales,10,Medical,1,Male,Sales Executive,4,Single,9980,5k-10k,1,Y,No,3,10
RM512,36,36-45,No,Travel_Rarely,Research & Development,9,Medical,1,Male,Manufacturing Director,2,Divorced,8847,5k-10k,2,Y,Yes,3,3
RM542,36,36-45,No,Non-Travel,Research & Development,8,Life Sciences,1,Female,Research Director,1,Married,11713,10k-15k,9,Y,No,3,8
RM570,36,36-45,No,Non-Travel,Sales,8,Life Sciences,1,Male,Sales Executive,1,Single,7587,5k-10k,1,Y,No,3,10
RM594,36,36-45,No,Travel_Rarely,Research & Development,1,Other,1,Female,Manufacturing Director,2,Married,5228,5k-10k,0,Y,No,3,9
RM600,36,36-45,No,Travel_Rarely,Human Resources,13,Human Resources,1,Male,Human Resources,2,Married,2143,Upto 5k,4,Y,No,3,5
RM622,36,36-45,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,4,Married,6201,5k-10k,1,Y,Yes,3,18
RM634,36,36-45,No,Travel_Rarely,Human Resources,8,Life Sciences,1,Male,Human Resources,1,Married,2342,Upto 5k,0,Y,No,4,5
RM665,36,36-45,No,Travel_Rarely,Research & Development,14,Life Sciences,1,Male,Healthcare Representative,4,Married,6586,5k-10k,0,Y,Yes,3,16
RM681,36,36-45,No,Travel_Rarely,Research & Development,7,Other,1,Male,Research Scientist,4,Single,4678,Upto 5k,2,Y,No,3,6
RM688,36,36-45,No,Travel_Rarely,Research & Development,2,Medical,1,Male,Laboratory Technician,3,Single,2519,Upto 5k,4,Y,No,4,11
RM694,36,36-45,Yes,Travel_Rarely,Sales,3,Life Sciences,1,Male,Sales Executive,4,Married,10325,10k-15k,1,Y,Yes,3,16
RM709,36,36-45,No,Non-Travel,Sales,8,Technical Degree,1,Male,Sales Executive,4,Divorced,5079,5k-10k,4,Y,No,3,7
RM753,36,36-45,Yes,Travel_Rarely,Research & Development,16,Life Sciences,1,Female,Laboratory Technician,1,Single,2743,Upto 5k,1,Y,No,3,17
RM762,36,36-45,Yes,Travel_Rarely,Research & Development,15,Other,1,Male,Laboratory Technician,3,Divorced,4834,Upto 5k,7,Y,No,3,1
RM774,36,36-45,No,Travel_Rarely,Research & Development,12,Medical,1,Female,Manufacturing Director,4,Single,8858,5k-10k,0,Y,No,3,14
RM818,36,36-45,No,Non-Travel,Research & Development,18,Life Sciences,1,Male,Manufacturing Director,4,Single,7779,5k-10k,2,Y,No,4,11
RM874,36,36-45,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,Laboratory Technician,3,Divorced,2741,Upto 5k,1,Y,No,3,7
RM883,36,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Female,Manufacturing Director,1,Divorced,10252,10k-15k,2,Y,Yes,4,7
RM901,36,36-45,No,Travel_Frequently,Research & Development,3,Technical Degree,1,Male,Research Scientist,2,Married,3692,Upto 5k,1,Y,No,3,11
RM928,36,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,2,Single,5410,5k-10k,9,Y,Yes,3,16
RM943,36,36-45,No,Travel_Rarely,Research & Development,10,Technical Degree,1,Female,Healthcare Representative,3,Married,7094,5k-10k,3,Y,No,3,7
RM969,36,36-45,No,Travel_Frequently,Sales,7,Marketing,1,Female,Sales Executive,1,Married,4639,Upto 5k,2,Y,No,3,15
RM1012,36,36-45,No,Travel_Rarely,Sales,3,Marketing,1,Female,Sales Executive,2,Single,9278,5k-10k,3,Y,Yes,3,5
RM1019,36,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,Laboratory Technician,4,Single,5810,5k-10k,1,Y,No,3,10
RM1020,36,36-45,No,Travel_Rarely,Sales,16,Marketing,1,Female,Sales Executive,1,Married,5647,5k-10k,4,Y,No,3,3
RM1103,36,36-45,No,Travel_Rarely,Sales,2,Life Sciences,1,Male,Sales Representative,4,Single,2644,Upto 5k,3,Y,Yes,4,3
RM1122,36,36-45,No,Travel_Rarely,Sales,1,Life Sciences,1,Female,Sales Executive,3,Single,6815,5k-10k,6,Y,No,3,1
RM1129,36,36-45,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Laboratory Technician,1,Married,5562,5k-10k,3,Y,Yes,3,3
RM1146,36,36-45,No,Travel_Rarely,Research & Development,12,Life Sciences,1,Female,Manufacturing Director,3,Married,4663,Upto 5k,9,Y,Yes,3,3
RM1174,36,36-45,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Female,Healthcare Representative,1,Married,8008,5k-10k,4,Y,No,3,3
RM1181,36,36-45,No,Travel_Rarely,Research & Development,7,Life Sciences,1,Male,Laboratory Technician,2,Single,2013,Upto 5k,2,Y,No,3,4
RM1183,36,36-45,No,Non-Travel,Research & Development,1,Medical,1,Female,Manufacturing Director,3,Married,4374,Upto 5k,0,Y,No,3,3
RM1184,36,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,Healthcare Representative,1,Divorced,6842,5k-10k,6,Y,No,4,5
RM1200,36,36-45,No,Travel_Rarely,Research & Development,26,Life Sciences,1,Male,Healthcare Representative,3,Married,5347,5k-10k,6,Y,No,3,3
RM1221,36,36-45,No,Travel_Rarely,Sales,2,Life Sciences,1,Female,Sales Representative,4,Single,4502,Upto 5k,3,Y,No,3,13
RM1237,36,36-45,Yes,Travel_Rarely,Sales,13,Marketing,1,Male,Sales Executive,1,Divorced,6134,5k-10k,5,Y,Yes,3,2
RM1279,36,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,Male,Healthcare Representative,1,Married,8321,5k-10k,7,Y,Yes,3,12
RM1316,36,36-45,No,Travel_Rarely,Research & Development,2,Other,1,Female,Research Scientist,2,Married,6962,5k-10k,4,Y,Yes,4,1
RM1341,36,36-45,No,Travel_Rarely,Sales,10,Technical Degree,1,Female,Sales Executive,3,Married,5673,5k-10k,1,Y,Yes,3,10
RM1348,36,36-45,No,Travel_Frequently,Human Resources,2,Human Resources,1,Male,Human Resources,4,Single,3886,Upto 5k,1,Y,No,4,10
RM1356,36,36-45,No,Travel_Rarely,Sales,17,Marketing,1,Male,Sales Executive,2,Married,5507,5k-10k,2,Y,No,3,4
RM1384,36,36-45,No,Non-Travel,Research & Development,9,Life Sciences,1,Male,Laboratory Technician,2,Married,2810,Upto 5k,1,Y,No,4,5
RM1440,36,36-45,No,Travel_Rarely,Sales,3,Medical,1,Female,Sales Executive,4,Married,7644,5k-10k,0,Y,No,3,9
RM1441,36,36-45,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Female,Manufacturing Director,2,Divorced,5131,5k-10k,7,Y,No,3,4
RM1448,36,36-45,No,Non-Travel,Sales,15,Marketing,1,Male,Sales Executive,4,Divorced,5406,5k-10k,1,Y,No,4,15
RM1454,36,36-45,No,Travel_Rarely,Sales,11,Marketing,1,Female,Sales Executive,4,Married,6652,5k-10k,4,Y,No,3,6
RM1466,36,36-45,No,Travel_Frequently,Research & Development,23,Medical,1,Male,Laboratory Technician,4,Married,2571,Upto 5k,4,Y,No,3,5
RM1466,36,36-45,No,Travel_Frequently,Research & Development,23,Medical,1,Male,Laboratory Technician,4,Married,2571,Upto 5k,4,Y,No,3,5
RM003,37,36-45,Yes,Travel_Rarely,Research & Development,2,Other,1,Male,Laboratory Technician,3,Single,2090,Upto 5k,6,Y,Yes,3,0
RM048,37,36-45,No,Travel_Rarely,Research & Development,19,Life Sciences,1,Male,Research Scientist,2,Married,3022,Upto 5k,4,Y,No,4,1
RM060,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Manufacturing Director,3,Divorced,5993,5k-10k,1,Y,No,3,7
RM079,37,36-45,No,Travel_Rarely,Research & Development,7,Medical,1,Male,Research Director,3,Single,13664,10k-15k,4,Y,No,3,5
RM101,37,36-45,Yes,Travel_Rarely,Human Resources,6,Human Resources,1,Male,Human Resources,1,Divorced,2073,Upto 5k,4,Y,Yes,4,3
RM105,37,36-45,No,Non-Travel,Research & Development,2,Life Sciences,1,Male,Healthcare Representative,4,Divorced,5163,5k-10k,5,Y,No,3,1
RM116,37,36-45,No,Travel_Rarely,Sales,3,Life Sciences,1,Male,Sales Executive,4,Single,7428,5k-10k,2,Y,No,3,5
RM196,37,36-45,No,Travel_Rarely,Research & Development,21,Life Sciences,1,Male,Research Scientist,1,Married,3564,Upto 5k,1,Y,Yes,3,8
RM223,37,36-45,No,Travel_Frequently,Research & Development,11,Other,1,Male,Research Director,4,Divorced,12185,10k-15k,1,Y,Yes,3,10
RM227,37,36-45,No,Travel_Frequently,Sales,4,Marketing,1,Male,Sales Representative,4,Divorced,2793,Upto 5k,4,Y,No,3,9
RM249,37,36-45,No,Travel_Rarely,Research & Development,1,Medical,1,Female,Research Scientist,1,Married,3920,Upto 5k,2,Y,No,3,3
RM251,37,36-45,Yes,Travel_Frequently,Research & Development,10,Medical,1,Male,Manufacturing Director,3,Divorced,10048,10k-15k,6,Y,No,3,1
RM274,37,36-45,No,Travel_Rarely,Sales,6,Medical,1,Male,Sales Executive,4,Married,6502,5k-10k,4,Y,No,3,5
RM276,37,36-45,No,Non-Travel,Research & Development,1,Medical,1,Female,Research Director,4,Divorced,13603,10k-15k,2,Y,Yes,3,5
RM286,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,4,Single,2115,Upto 5k,1,Y,No,3,17
RM295,37,36-45,No,Travel_Frequently,Research & Development,9,Medical,1,Male,Research Scientist,4,Married,2326,Upto 5k,1,Y,Yes,3,4
RM341,37,36-45,No,Travel_Rarely,Research & Development,5,Medical,1,Male,Manufacturing Director,4,Divorced,6347,5k-10k,7,Y,No,3,6
RM354,37,36-45,No,Travel_Rarely,Research & Development,6,Medical,1,Male,Research Scientist,1,Divorced,5974,5k-10k,4,Y,Yes,3,7
RM365,37,36-45,No,Travel_Rarely,Research & Development,10,Medical,1,Female,Laboratory Technician,1,Married,3452,Upto 5k,6,Y,No,4,5
RM387,37,36-45,No,Travel_Rarely,Research & Development,14,Life Sciences,1,Female,Laboratory Technician,1,Divorced,3034,Upto 5k,1,Y,No,3,18
RM390,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,Male,Manufacturing Director,2,Single,4197,Upto 5k,2,Y,Yes,3,1
RM399,37,36-45,No,Non-Travel,Research & Development,25,Medical,1,Female,Research Scientist,3,Married,4449,Upto 5k,3,Y,Yes,3,13
RM465,37,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Female,Manufacturing Director,4,Single,7491,5k-10k,4,Y,No,3,6
RM468,37,36-45,No,Non-Travel,Sales,9,Medical,1,Male,Sales Executive,2,Divorced,8834,5k-10k,1,Y,No,3,9
RM473,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,2,Married,6447,5k-10k,6,Y,No,3,6
RM487,37,36-45,No,Travel_Rarely,Sales,2,Marketing,1,Male,Sales Executive,3,Married,9602,5k-10k,4,Y,Yes,3,3
RM507,37,36-45,No,Travel_Rarely,Research & Development,3,Other,1,Male,Manufacturing Director,3,Married,9434,5k-10k,1,Y,No,3,10
RM523,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,Male,Research Scientist,4,Single,4680,Upto 5k,3,Y,No,3,1
RM578,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,Female,Research Scientist,1,Divorced,2782,Upto 5k,0,Y,Yes,3,5
RM629,37,36-45,No,Travel_Rarely,Sales,16,Marketing,1,Male,Sales Executive,3,Divorced,6334,5k-10k,4,Y,No,3,1
RM649,37,36-45,No,Travel_Frequently,Sales,21,Medical,1,Female,Sales Representative,4,Married,2973,Upto 5k,5,Y,No,3,5
RM653,37,36-45,No,Non-Travel,Sales,19,Medical,1,Male,Sales Executive,2,Single,7642,5k-10k,1,Y,Yes,3,10
RM696,37,36-45,Yes,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,3,Married,10609,10k-15k,5,Y,No,3,14
RM745,37,36-45,Yes,Travel_Rarely,Research & Development,11,Medical,1,Female,Healthcare Representative,2,Married,4777,Upto 5k,5,Y,No,3,1
RM768,37,36-45,No,Travel_Rarely,Research & Development,3,Other,1,Female,Healthcare Representative,2,Single,4107,Upto 5k,3,Y,No,3,4
RM796,37,36-45,No,Travel_Rarely,Sales,10,Life Sciences,1,Female,Sales Executive,4,Divorced,6694,5k-10k,2,Y,Yes,3,1
RM833,37,36-45,No,Travel_Rarely,Research & Development,25,Medical,1,Female,Healthcare Representative,4,Divorced,5731,5k-10k,7,Y,No,3,6
RM856,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,4,Married,6474,5k-10k,1,Y,No,3,14
RM990,37,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,Research Scientist,3,Married,2996,Upto 5k,7,Y,Yes,3,6
RM1002,37,36-45,No,Travel_Rarely,Research & Development,11,Medical,1,Female,Laboratory Technician,3,Single,3629,Upto 5k,4,Y,No,3,3
RM1023,37,36-45,No,Non-Travel,Research & Development,5,Technical Degree,1,Male,Laboratory Technician,3,Single,3500,Upto 5k,0,Y,No,3,6
RM1090,37,36-45,No,Travel_Rarely,Research & Development,13,Medical,1,Male,Research Scientist,4,Married,4285,Upto 5k,1,Y,No,3,10
RM1159,37,36-45,No,Travel_Rarely,Research & Development,19,Life Sciences,1,Male,Manufacturing Director,3,Married,5768,5k-10k,3,Y,No,3,4
RM1164,37,36-45,No,Travel_Rarely,Research & Development,10,Medical,1,Female,Research Scientist,2,Married,3936,Upto 5k,1,Y,No,3,8
RM1212,37,36-45,No,Travel_Frequently,Sales,1,Medical,1,Male,Sales Executive,4,Divorced,9525,5k-10k,1,Y,No,3,6
RM1277,37,36-45,No,Travel_Rarely,Sales,9,Marketing,1,Male,Sales Executive,2,Married,4189,Upto 5k,1,Y,No,3,5
RM1281,37,36-45,No,Travel_Rarely,Human Resources,8,Other,1,Male,Human Resources,2,Divorced,4071,Upto 5k,2,Y,No,3,10
RM1292,37,36-45,Yes,Travel_Rarely,Research & Development,10,Medical,1,Male,Manufacturing Director,1,Single,4213,Upto 5k,1,Y,No,3,10
RM1345,37,36-45,No,Travel_Rarely,Research & Development,7,Medical,1,Male,Research Scientist,1,Married,4284,Upto 5k,5,Y,Yes,4,5
RM1433,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,Female,Research Director,4,Married,13744,10k-15k,1,Y,Yes,4,16
RM009,38,36-45,No,Travel_Frequently,Research & Development,23,Life Sciences,1,Male,Manufacturing Director,3,Single,9526,5k-10k,0,Y,No,4,9
RM020,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Research Scientist,4,Single,3944,Upto 5k,5,Y,Yes,3,3
RM062,38,36-45,No,Travel_Frequently,Research & Development,29,Life Sciences,1,Female,Laboratory Technician,4,Single,2406,Upto 5k,1,Y,No,3,10
RM084,38,36-45,No,Non-Travel,Research & Development,6,Medical,1,Female,Research Scientist,4,Divorced,5329,5k-10k,7,Y,Yes,3,13
RM143,38,36-45,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Female,Research Scientist,3,Single,4317,Upto 5k,3,Y,Yes,4,3
RM169,38,36-45,No,Travel_Rarely,Sales,1,Life Sciences,1,Female,Sales Executive,4,Single,8686,5k-10k,4,Y,No,4,8
RM180,38,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Female,Laboratory Technician,4,Single,2288,Upto 5k,1,Y,No,3,2
RM199,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Manufacturing Director,3,Married,6553,5k-10k,9,Y,No,3,1
RM200,38,36-45,No,Travel_Rarely,Research & Development,29,Technical Degree,1,Male,Manufacturing Director,4,Married,6261,5k-10k,3,Y,No,3,7
RM205,38,36-45,Yes,Travel_Rarely,Research & Development,29,Medical,1,Male,Healthcare Representative,1,Married,6673,5k-10k,7,Y,Yes,3,1
RM224,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,1,Male,Sales Executive,3,Divorced,10609,10k-15k,0,Y,No,3,16
RM262,38,36-45,No,Non-Travel,Sales,2,Life Sciences,1,Male,Sales Executive,4,Married,5249,5k-10k,3,Y,No,3,8
RM278,38,36-45,No,Travel_Rarely,Sales,7,Medical,1,Female,Sales Executive,1,Divorced,5605,5k-10k,1,Y,Yes,4,8
RM288,38,36-45,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Male,Healthcare Representative,4,Divorced,5745,5k-10k,9,Y,No,3,2
RM308,38,36-45,No,Travel_Rarely,Research & Development,25,Life Sciences,1,Female,Research Director,2,Married,12061,10k-15k,3,Y,No,3,10
RM342,38,36-45,No,Travel_Rarely,Research & Development,15,Life Sciences,1,Male,Research Director,4,Divorced,11510,10k-15k,0,Y,Yes,3,11
RM417,38,36-45,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Male,Laboratory Technician,4,Married,1702,Upto 5k,1,Y,Yes,4,1
RM472,38,36-45,No,Travel_Rarely,Research & Development,10,Medical,1,Female,Healthcare Representative,3,Married,9824,5k-10k,3,Y,No,3,1
RM491,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,1,Single,2619,Upto 5k,3,Y,No,3,0
RM519,38,36-45,No,Travel_Rarely,Sales,7,Marketing,1,Female,Sales Executive,4,Single,4028,Upto 5k,0,Y,No,4,7
RM530,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Healthcare Representative,4,Single,7625,5k-10k,0,Y,No,3,9
RM543,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Manufacturing Director,3,Single,7861,5k-10k,4,Y,Yes,3,1
RM560,38,36-45,No,Travel_Rarely,Research & Development,2,Medical,1,Male,Research Scientist,3,Married,3057,Upto 5k,6,Y,Yes,3,1
RM579,38,36-45,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,1,Single,5980,5k-10k,6,Y,Yes,3,15
RM606,38,36-45,No,Travel_Frequently,Research & Development,12,Life Sciences,1,Male,Healthcare Representative,1,Divorced,6288,5k-10k,2,Y,No,3,4
RM643,38,36-45,No,Travel_Rarely,Sales,9,Marketing,1,Male,Sales Representative,2,Married,2899,Upto 5k,0,Y,No,3,2
RM682,38,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Female,Research Director,1,Married,13582,10k-15k,1,Y,No,3,15
RM704,38,36-45,No,Non-Travel,Sales,10,Technical Degree,1,Female,Sales Executive,4,Single,5666,5k-10k,1,Y,Yes,3,5
RM723,38,36-45,No,Travel_Frequently,Research & Development,10,Medical,1,Male,Research Scientist,3,Married,2684,Upto 5k,0,Y,No,3,2
RM748,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,1,Male,Sales Executive,4,Single,6861,5k-10k,8,Y,Yes,3,1
RM766,38,36-45,No,Travel_Frequently,Research & Development,3,Other,1,Male,Research Scientist,3,Married,2821,Upto 5k,3,Y,No,3,2
RM785,38,36-45,No,Travel_Rarely,Research & Development,17,Life Sciences,1,Female,Healthcare Representative,3,Married,8823,5k-10k,0,Y,No,3,19
RM808,38,36-45,No,Travel_Rarely,Sales,10,Marketing,1,Male,Sales Executive,3,Divorced,8740,5k-10k,0,Y,Yes,3,8
RM812,38,36-45,No,Travel_Rarely,Sales,2,Marketing,1,Male,Sales Executive,2,Single,7351,5k-10k,7,Y,No,3,1
RM827,38,36-45,No,Travel_Rarely,Human Resources,1,Human Resources,1,Male,Human Resources,3,Married,2844,Upto 5k,1,Y,No,3,7
RM964,38,36-45,No,Travel_Rarely,Sales,2,Life Sciences,1,Female,Sales Executive,1,Divorced,6893,5k-10k,3,Y,No,3,7
RM983,38,36-45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,Male,Research Scientist,3,Divorced,2610,Upto 5k,1,Y,No,3,4
RM1108,38,36-45,No,Travel_Frequently,Human Resources,10,Human Resources,1,Male,Human Resources,3,Married,6077,5k-10k,3,Y,No,3,6
RM1113,38,36-45,Yes,Travel_Rarely,Research & Development,2,Medical,1,Male,Manufacturing Director,2,Married,4855,Upto 5k,4,Y,No,3,5
RM1120,38,36-45,No,Travel_Rarely,Sales,14,Life Sciences,1,Male,Sales Executive,2,Married,9924,5k-10k,0,Y,No,3,9
RM1121,38,36-45,No,Travel_Rarely,Sales,16,Life Sciences,1,Female,Sales Executive,2,Single,4198,Upto 5k,2,Y,No,3,3
RM1162,38,36-45,No,Travel_Rarely,Research & Development,2,Medical,1,Female,Manufacturing Director,3,Married,7756,5k-10k,3,Y,Yes,3,5
RM1188,38,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,Research Scientist,4,Married,4735,Upto 5k,7,Y,No,3,13
RM1194,38,36-45,No,Travel_Frequently,Research & Development,2,Medical,1,Female,Laboratory Technician,2,Single,2440,Upto 5k,1,Y,No,4,4
RM1203,38,36-45,No,Travel_Rarely,Research & Development,4,Medical,1,Female,Laboratory Technician,3,Married,3306,Upto 5k,7,Y,No,3,0
RM1257,38,36-45,No,Travel_Frequently,Research & Development,2,Medical,1,Female,Laboratory Technician,2,Married,2468,Upto 5k,4,Y,No,3,6
RM1262,38,36-45,No,Travel_Rarely,Research & Development,18,Medical,1,Male,Healthcare Representative,4,Married,5811,5k-10k,3,Y,Yes,3,1
RM1273,38,36-45,No,Travel_Rarely,Research & Development,6,Other,1,Female,Laboratory Technician,3,Married,3702,Upto 5k,1,Y,No,3,5
RM1290,38,36-45,No,Non-Travel,Human Resources,2,Human Resources,1,Male,Human Resources,2,Divorced,2592,Upto 5k,5,Y,No,3,11
RM1309,38,36-45,No,Travel_Rarely,Sales,2,Marketing,1,Female,Sales Representative,4,Married,5405,5k-10k,2,Y,Yes,4,4
RM1374,38,36-45,No,Travel_Frequently,Research & Development,8,Medical,1,Female,Research Scientist,2,Divorced,2133,Upto 5k,1,Y,Yes,3,20
RM1377,38,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,1,Male,Research Scientist,4,Divorced,4771,Upto 5k,2,Y,No,3,5
RM1392,38,36-45,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Representative,1,Single,2858,Upto 5k,4,Y,No,3,1
RM1401,38,36-45,No,Travel_Frequently,Human Resources,1,Other,1,Male,Human Resources,2,Married,2991,Upto 5k,0,Y,Yes,3,6
RM1417,38,36-45,No,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Executive,2,Married,4440,Upto 5k,0,Y,No,3,15
RM1419,38,36-45,No,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Manufacturing Director,3,Married,5321,5k-10k,2,Y,No,3,8
RM1431,38,36-45,No,Travel_Rarely,Research & Development,10,Medical,1,Female,Research Director,3,Married,13206,10k-15k,3,Y,No,3,18
RM1452,38,36-45,No,TravelRarely,Sales,10,Life Sciences,1,Female,Sales Executive,4,Married,5343,5k-10k,1,Y,No,3,10
RM034,39,36-45,Yes,Travel_Rarely,Sales,5,Technical Degree,1,Male,Sales Representative,4,Married,2086,Upto 5k,3,Y,No,3,1
RM138,39,36-45,No,Travel_Rarely,Sales,4,Life Sciences,1,Female,Sales Executive,3,Married,5902,5k-10k,4,Y,No,3,15
RM241,39,36-45,No,Travel_Rarely,Research & Development,1,Medical,1,Female,Laboratory Technician,3,Divorced,2232,Upto 5k,7,Y,No,3,3
RM252,39,36-45,No,Travel_Frequently,Research & Development,2,Technical Degree,1,Female,Healthcare Representative,3,Single,10938,10k-15k,0,Y,No,4,19
RM305,39,36-45,No,Travel_Rarely,Research & Development,1,Medical,1,Male,Healthcare Representative,4,Divorced,9613,5k-10k,0,Y,No,3,18
RM315,39,36-45,No,Travel_Rarely,Research & Development,10,Medical,1,Male,Manager,1,Married,17068,15k+,1,Y,Yes,3,21
RM327,39,36-45,No,Travel_Frequently,Research & Development,7,Medical,1,Male,Manager,4,Married,19272,15k+,1,Y,No,3,21
RM328,39,36-45,Yes,Travel_Rarely,Sales,3,Medical,1,Female,Sales Executive,3,Married,5238,5k-10k,4,Y,Yes,3,1
RM401,39,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,Manager,3,Divorced,19197,15k+,1,Y,Yes,3,21
RM450,39,36-45,No,Travel_Frequently,Research & Development,8,Life Sciences,1,Female,Laboratory Technician,3,Married,3755,Upto 5k,1,Y,No,3,8
RM527,39,36-45,No,Travel_Rarely,Research & Development,2,Technical Degree,1,Female,Healthcare Representative,3,Single,4553,Upto 5k,1,Y,No,3,20
RM552,39,36-45,No,Travel_Rarely,Human Resources,3,Human Resources,1,Female,Human Resources,2,Married,6389,5k-10k,9,Y,No,3,8
